,guessWord,genreHint,directorsHint,studioHint,sentenceInfo
871,Homo Faber (Voyager),"Art House & International, Drama, Romance",Volker Schl�ndorff,Academy Entertainment,4_5_9
872,My Girl,"Comedy, Drama, Kids & Family",Howard Zieff,Sony Pictures Home Entertainment,2_4
873,JFK,"Drama, Mystery & Suspense",Oliver Stone,Warner Bros.,3
874,The Man in the Moon,"Drama, Romance",Robert Mulligan,MGM,3_3_2_3_4
875,The Prize,"Action & Adventure, Classics, Drama, Mystery & Suspense",Elke Hauck,MGM,3_5
876,The Train,"Action & Adventure, Art House & International, Classics, Drama, Mystery & Suspense",John Frankenheimer,United Artists,3_5
877,Father of the Bride,Comedy,Charles Shyer,Touchstone Pictures,6_2_3_5
878,Rush,"Action & Adventure, Drama, Mystery & Suspense",Lili Fini Zanuck,MGM Home Entertainment,4
879,Medicine Man,Drama,John McTiernan,Hollywood Pictures,8_3
880,Platinum Blonde,"Classics, Comedy, Romance",Frank Capra,Columbia Pictures,8_6
881,The Uninvited,"Horror, Mystery & Suspense, Science Fiction & Fantasy, Romance",Lewis Allen,MCA Universal Home Video,3_9
882,The Italian Job,"Action & Adventure, Classics, Comedy, Drama, Mystery & Suspense",Peter Collinson,Paramount Pictures,3_7_3
883,Beethoven,"Comedy, Kids & Family, Special Interest",Brian Levant,Universal Pictures,9
884,Tacones Lejanos (High Heels),"Art House & International, Comedy, Drama, Romance",Pedro Almod�var,CiBy 2000,7_7_5_6
885,The Babe,Drama,Arthur Hiller,MCA Universal Home Video,3_4
886,The Cutting Edge,"Comedy, Drama, Romance",Paul Michael Glaser,MGM Home Entertainment,3_7_4
887,Gladiator,"Action & Adventure, Drama",Rowdy Herrington,Sony Pictures Home Entertainment,9
888,Deep Cover,"Action & Adventure, Drama, Mystery & Suspense",Bill Duke,WARNER BROTHERS PICTURES,4_5
889,All I Want for Christmas,"Comedy, Kids & Family, Science Fiction & Fantasy",Robert H. Lieberman,Paramount Home Video,3_1_4_3_9
890,Class Act,Comedy,Randall Miller,Warner Home Video,5_3
891,Edward II,Drama,Derek Jarman,BBC,6_2
892,Boomerang,"Comedy, Romance",Reginald Hudlin,Paramount Pictures,9
893,Rapid Fire,"Action & Adventure, Drama, Mystery & Suspense","Dwight H. Little, Dwight Little",Twentieth Century Fox Home Entertainment,5_4
894,Live Wire,"Action & Adventure, Drama, Mystery & Suspense",Christian Duguay,WARNER BROTHERS PICTURES,4_4
895,Of Mice and Men,Drama,Gary Sinise,Metro-Goldwyn-Mayer Pictures,2_4_3_3
896,Body Parts,"Horror, Mystery & Suspense",Eric Red,Paramount Home Video,4_5
897,Cool World,"Action & Adventure, Animation, Comedy, Science Fiction & Fantasy",Ralph Bakshi,Paramount Home Video,4_5
898,Singles,"Comedy, Drama, Romance",Cameron Crowe,Warner Home Video,7
899,The Naked City,"Classics, Drama, Mystery & Suspense",Jules Dassin,Universal Pictures,3_5_4
900,Conquest of Space,"Classics, Science Fiction & Fantasy",Byron Haskin,Paramount Pictures,8_2_5
901,Wind,"Action & Adventure, Drama",Carroll Ballard,Sony Pictures Home Entertainment,4
902,The Last of the Mohicans,"Action & Adventure, Drama, Romance",Michael Mann,Twentieth Century Fox Home Entertainment,3_4_2_3_8
903,Consenting Adults,Mystery & Suspense,Alan J. Pakula,Hollywood Pictures,10_6
904,Husbands and Wives,"Comedy, Drama, Romance",Woody Allen,Sony Pictures Home Entertainment,8_3_5
905,Hero,"Comedy, Drama",Stephen Frears,Columbia Pictures,4
906,"Ned Kelly (Ned Kelly, Outlaw)","Action & Adventure, Western",Tony Richardson,United Artists,3_5_4_6_7
907,Hallelujah,"Classics, Drama, Musical & Performing Arts",King Vidor,WARNER BROTHERS PICTURES,10
908,Forever Young,"Drama, Kids & Family, Science Fiction & Fantasy, Romance",Steve Miner,Warner Home Video,7_5
909,Matinee,"Comedy, Drama, Horror, Kids & Family",Joe Dante,MCA Universal Home Video,7
910,Unforgiven,"Drama, Western",Clint Eastwood,Warner Bros. Pictures,10
911,Leap of Faith,"Comedy, Drama",Richard Pearce,Paramount Home Video,4_2_5
912,Malcolm X,Drama,Spike Lee,Warner Bros.,7_1
913,Love on the Run,"Classics, Comedy, Romance",W.S. Van Dyke,Unknown,4_2_3_3
914,Scent of a Woman,Drama,Martin Brest,Universal Pictures,5_2_1_5
915,Nowhere to Run,"Action & Adventure, Mystery & Suspense",Robert Harmon,Sony Pictures Home Entertainment,7_2_3
916,Sniper,Action & Adventure,Luis Llosa,Sony Pictures Home Entertainment,6
917,The Vanishing,Mystery & Suspense,George Sluizer,Twentieth Century Fox Home Entertainment,3_9
918,The Crush,"Drama, Mystery & Suspense",Alan Shapiro,Warner Home Video,3_5
919,Boiling Point,"Action & Adventure, Art House & International, Drama, Mystery & Suspense",James B. Harris,Warner Home Video,7_5
920,Indian Summer,"Art House & International, Comedy",Mike Binder,Buena Vista,6_6
921,Alive,"Action & Adventure, Drama",Frank Marshall,Buena Vista,5
922,Point of No Return (The Assassin),"Action & Adventure, Drama, Mystery & Suspense",John Badham,Warner Home Video,5_2_2_6_4_9
923,Brother's Keeper,"Documentary, Special Interest","Joe Berlinger, Bruce Sinofsky",American Playhouse,9_6
924,Born Yesterday,"Comedy, Romance",Luis Mandoki,Buena Vista,4_9
925,Stalker,"Action & Adventure, Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",Andrei Tarkovsky,Zweites Deutsches Fernsehen,7
926,The Browning Version,"Classics, Drama",Anthony Asquith,Criterion Collection,3_8_7
927,Posse,"Action & Adventure, Art House & International, Western",Mario Van Peebles,PolyGram Video,5
928,Made in America,Comedy,Richard Benjamin,Phase 4 Films,4_2_7
929,Cliffhanger,Action & Adventure,,Sony Pictures Home Entertainment,11
930,Frankenstein,"Drama, Horror, Science Fiction & Fantasy, Television",David Wickes,,12
931,The Firm,"Drama, Mystery & Suspense",Sydney Pollack,Paramount Pictures,3_4
932,The Black Scorpion,"Classics, Horror, Science Fiction & Fantasy",Edward Ludwig,WARNER BROTHERS PICTURES,3_5_8
933,The Lodger: A Story of the London Fog,"Classics, Drama, Mystery & Suspense",Alfred Hitchcock,Video Yesteryear,3_7_1_5_2_3_6_3
934,Equinox,"Drama, Mystery & Suspense",Alan Rudolph,Sony Pictures Home Entertainment,7
935,Gypsy,"Comedy, Musical & Performing Arts",Emile Ardolino,Cabin Fever Entertainment,5
936,Wide Sargasso Sea,"Art House & International, Drama, Romance",John Duigan,Sony Pictures Home Entertainment,4_8_3
937,The Secret Garden,"Drama, Kids & Family",Agnieszka Holland,WARNER BROTHERS PICTURES,3_6_6
938,Strictly Ballroom,"Comedy, Drama, Romance",Baz Luhrmann,Miramax,8_8
939,Calendar Girl,"Comedy, Drama, Romance",John Whitesell,Sony Pictures Home Entertainment,8_4
940,Savage Messiah,Drama,Ken Russell,,6_7
941,Deadfall,"Drama, Mystery & Suspense",Christopher Coppola,Trimark,8
942,Much Ado About Nothing,"Comedy, Drama, Romance",Kenneth Branagh,Screenvision,4_3_5_7
943,Airborne,"Action & Adventure, Comedy, Drama, Kids & Family",Rob Bowman,Warner Bros.,8
944,Gettysburg,"Classics, Drama",Ronald F. Maxwell,Turner Home Entertainment,10
945,Fatal Instinct,Comedy,Carl Reiner,MGM Home Entertainment,5_8
946,High Noon,"Mystery & Suspense, Western",Fred Zinnemann,United Artists,4_4
947,A Home of Our Own,"Drama, Kids & Family",Tony Bill,PolyGram Video,1_4_2_3_3
948,The Fugitive,"Action & Adventure, Drama, Mystery & Suspense",Andrew Davis,Warner Bros. Pictures,3_8
949,Fearless,Drama,Peter Weir,Warner Bros. Pictures,8
950,Trauma (Dario Argento's Trauma),"Horror, Mystery & Suspense",Dario Argento,Worldvision Home Video,6_6_9_7
951,Cool Runnings,Comedy,Jon Turteltaub,Disney,4_8
952,The Skin Game,"Classics, Comedy, Drama",Alfred Hitchcock,Warner Home Video,3_4_4
953,The Man Who Loved Women,"Comedy, Romance",Blake Edwards,Sony Pictures Home Entertainment,3_3_3_5_5
954,Impact,"Classics, Drama, Mystery & Suspense",Arthur Lubin,United Artists,6
955,The Three Musketeers,"Action & Adventure, Comedy, Kids & Family, Romance",Stephen Herek,Disney,3_5_10
956,Alice in Wonderland,"Action & Adventure, Comedy, Kids & Family, Television",Nick Willing,Artisan Entertainment,5_2_10
957,Scared Stiff,"Classics, Comedy, Mystery & Suspense",George Marshall,Paramount Pictures,6_5
958,Gunmen,Action & Adventure,Deran Sarafian,Live Home Video,6
959,Dangerous Game,Drama,Abel Ferrara,MGM Home Entertainment,9_4
960,The Getaway,"Action & Adventure, Drama, Mystery & Suspense",Roger Donaldson,Universal,3_7
961,Heaven & Earth,Drama,Oliver Stone,Warner Home Video,6_1_5
962,Snow White and the Seven Dwarfs,"Animation, Classics, Kids & Family, Science Fiction & Fantasy","David Hand, William Cottrell, David D. Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen, Dick Richard, Webb Smith, Dorothy Ann Blank, Merrill de Maris, Walt Disney, Richard Creedon",Walt Disney Pictures,4_5_3_3_5_6
963,Sugar Hill,"Drama, Mystery & Suspense",Leon Ichaso,20th Century Fox,5_4
964,Thumbelina,"Animation, Kids & Family","Don Bluth, Gary Goldman",Warner Home Video,10
965,The Young Americans,"Action & Adventure, Drama, Mystery & Suspense","Vernon Layton, Danny Cannon",Lionsgate,3_5_9
966,Alice (Neco z Alenky),"Animation, Art House & International, Horror, Science Fiction & Fantasy, Special Interest",Jan Svankmajer,First Run Features,5_5_1_7
967,The Last Man on Earth,"Drama, Horror, Science Fiction & Fantasy","Ubaldo Ragona, Sidney Salkow",MGM,3_4_3_2_5
968,Sherman's March,"Documentary, Special Interest",Ross McElwee,First Run Features,9_5
969,Bad Girls,"Action & Adventure, Western",Jonathan Kaplan,Twentieth Century Fox Home Entertainment,3_5
970,Dream Lover,"Drama, Mystery & Suspense",Nicholas Kazan,PolyGram Video,5_5
971,Black Beauty,"Action & Adventure, Drama, Kids & Family",Caroline Thompson,Live Home Video,5_6
972,The Circus,"Action & Adventure, Classics, Comedy, Drama, Kids & Family, Special Interest",Charles Chaplin,Allied Artists,3_6
973,The Kid,"Classics, Comedy",Charles Chaplin,First National Pictures Inc.,3_3
974,Wyatt Earp,"Action & Adventure, Drama, Western",Lawrence Kasdan,Warner Home Video,5_4
975,Betty,"Art House & International, Drama",Heather Ayres,,5
976,Blown Away,"Action & Adventure, Drama, Mystery & Suspense",Stephen Hopkins,MGM Home Entertainment,5_4
977,The Mask,"Action & Adventure, Comedy, Science Fiction & Fantasy",Chuck Russell,New Line Cinema,3_4
978,Orlacs H�nde (The Hands of Orlac),"Art House & International, Horror, Mystery & Suspense",Robert Wiene,Pan Films,6_5_4_5_2_6
979,The Shadow,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Russell Mulcahy,Universal Pictures,3_6
980,It Could Happen to You,"Comedy, Drama, Romance",Andrew Bergman,Sony Pictures Home Entertainment,2_5_6_2_3
981,Robin Hood,"Action & Adventure, Classics, Kids & Family, Romance",,,5_4
982,Milk Money,"Comedy, Romance",Richard Benjamin,Paramount Home Video,4_5
983,Barcelona,"Comedy, Drama, Romance",Whit Stillman,Turner Home Entertainment,9
984,The Browning Version,"Art House & International, Drama",Mike Figgis,Paramount Pictures,3_8_7
985,Only You,"Comedy, Romance",Norman Jewison,Sony Pictures Home Entertainment,4_3
986,The Specialist,"Action & Adventure, Drama, Mystery & Suspense",Luis Llosa,Warner Home Video,3_10
987,Titanic,"Action & Adventure, Classics, Drama, Romance",Jean Negulesco,20th Century Fox,7
988,Beloved,"Drama, Horror",Jonathan Demme,Touchstone Pictures,7
989,Rudyard Kipling's The Jungle Book,"Action & Adventure, Drama, Kids & Family","Stephen Sommers, Greg Michael",Buena Vista,7_9_3_6_4
990,The Life and Times of Allen Ginsberg,"Documentary, Special Interest",Jerry Aronson,Docurama,3_4_3_5_2_5_8
991,Junior,"Comedy, Science Fiction & Fantasy",Ivan Reitman,MCA Universal Home Video,6
992,Street Fighter,Action & Adventure,Steven E. de Souza,MCA Universal Home Video,6_7
993,Little Women,"Drama, Romance",Gillian Armstrong,Sony Pictures Home Entertainment,6_5
994,Shallow Grave,"Comedy, Drama, Mystery & Suspense",Danny Boyle,PolyGram Video,7_5
995,Bad Company,"Drama, Mystery & Suspense","Damian Harris, Damien Harris",Buena Vista Pictures,3_7
996,Three Colors: Red (Trois couleurs: Rouge),"Art House & International, Drama, Romance",Krzysztof Kieslowski,Miramax Films,5_7_3_6_9_6
997,True Crime,Mystery & Suspense,Pat Verducci,Trimark,4_5
998,L'Enfer,"Art House & International, Drama",Claude Chabrol,MK2 Productions,7
999,Nobody's Fool,"Comedy, Drama",Robert Benton,Paramount Home Video,8_4
1000,The Wild Bunch,"Action & Adventure, Drama, Western",Sam Peckinpah,Warner Bros. Pictures,3_4_5
1001,The Quick and the Dead,"Action & Adventure, Cult Movies, Western",Sam Raimi,Sony Pictures Entertainment,3_5_3_3_4
1002,Top Dog,"Action & Adventure, Comedy",Aaron Norris,Live Entertainment,3_3
1003,Man of the House,"Comedy, Kids & Family",James Orr,All Girl Productions,3_2_3_5
1004,Hideaway,"Drama, Horror, Mystery & Suspense","Brett Leonard, Bill Mizel",Sony Pictures Home Entertainment,8
1005,The Babysitter,"Drama, Mystery & Suspense",Guy Ferland,Paramount,3_10
1006,The Old Dark House,"Classics, Comedy, Horror, Mystery & Suspense",James Whale,Cohen Media,3_3_4_5
1007,She,"Action & Adventure, Classics, Drama, Science Fiction & Fantasy","Irving Pichel, Lancing G. Holden, Lansing C. Holden",Legend Films,3
1008,Village of the Damned,"Horror, Mystery & Suspense, Science Fiction & Fantasy",John Carpenter,MCA Universal Home Video,7_2_3_6
1009,A Little Princess,"Drama, Kids & Family",Alfonso Cuar�n,Warner Home Video,1_6_8
1010,Mad Love,"Drama, Romance",Antonia Bird,Buena Vista,3_4
1011,Bad Boys,Action & Adventure,Michael Bay,Sony Pictures Home Entertainment,3_4
1012,Smoke,"Comedy, Drama",Wayne Wang,Miramax,5
1013,Pocahontas,"Action & Adventure, Animation, Drama","Eric Goldberg, Mike Gabriel",Buena Vista Distribution Compa,10
1014,Contraband,"Action & Adventure, Art House & International, Classics, Drama, Mystery & Suspense",Michael Powell,Kino on Video,10
1015,Raw Deal,"Classics, Drama, Mystery & Suspense",Anthony Mann,Edward Small Productions,3_4
1016,Babe,"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",Chris Noonan,Universal Pictures,4
1017,The Prophecy,"Horror, Mystery & Suspense, Science Fiction & Fantasy",Gregory Widen,Dimension Films,3_8
1018,Braveheart,"Action & Adventure, Classics, Drama",Mel Gibson,Paramount Pictures,10
1019,Copycat,"Drama, Horror, Mystery & Suspense",Jon Amiel,Warner Home Video,7
1020,Fair Game,"Action & Adventure, Mystery & Suspense",Andrew Sipes,Warner Home Video,4_4
1021,The Scarlet Letter,"Drama, Romance",Roland Joff�,Buena Vista,3_7_6
1022,Home for the Holidays,"Comedy, Drama, Kids & Family",Jodie Foster,Passport,4_3_3_8
1023,Kicking and Screaming,"Art House & International, Comedy, Drama",Noah Baumbach,Trimark,7_3_9
1024,Shadows,"Classics, Drama, Romance",John Cassavetes,Criterion Collection,7
1025,Persuasion,"Drama, Romance",Roger Michell,Sony Pictures Home Entertainment,10
1026,To Die For,"Comedy, Drama, Mystery & Suspense",Gus Van Sant,Columbia Pictures,2_3_3
1027,It Takes Two,"Comedy, Drama, Kids & Family","Andy Tennant, Andrew Tennant",Warner Home Video,2_5_3
1028,Boomerang!,"Classics, Drama, Mystery & Suspense",Elia Kazan,20th Century Fox Film Corporation,10
1029,Casino,Drama,Martin Scorsese,Universal Pictures,6
1030,Jumanji,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Romance",Joe Johnston,Sony Pictures Home Entertainment,7
1031,Richard III,Drama,Richard Loncraine,United Artists,7_3
1032,Heat,"Action & Adventure, Mystery & Suspense",Michael Mann,Warner Bros.,4
1033,Zhong Nan Hai bao biao (The Defender) (The Bodyguard from Beijing),"Action & Adventure, Art House & International","Corey Yuen, Cory Yuen",Eastern Productions,5_3_3_3_4_4_9_4_9_4_8
1034,Sabrina,"Comedy, Drama, Romance",Sydney Pollack,Paramount,7
1035,Heavy Metal,"Action & Adventure, Animation, Science Fiction & Fantasy","Jimmy T. Murakami, Gerald Potterton",Columbia Pictures,5_5
1036,The Hill,"Classics, Drama",Sidney Lumet,Warner Home Video,3_4
1037,Sudden Death,"Action & Adventure, Drama, Mystery & Suspense",Peter Hyams,MCA Universal Home Video,6_5
1038,Dead Man Walking,"Drama, Mystery & Suspense",Tim Robbins,Gramercy Pictures,4_3_7
1039,"Cry, the Beloved Country",Drama,Darrell Roodt,Miramax,4_3_7_7
1040,Georgia,"Art House & International, Drama, Musical & Performing Arts, Mystery & Suspense",Ulu Grosbard,LionsGate Entertainment,7
1041,Wuthering Heights,"Art House & International, Classics, Drama, Romance",Robert Fuest,Media Home Entertainment,9_7
1042,Broken Arrow,"Action & Adventure, Mystery & Suspense",John Woo,Twentieth Century Fox Home Entertainment,6_5
1043,Restoration,"Drama, Romance",Michael Hoffman,Miramax,11
1044,Black Sheep,Comedy,Penelope Spheeris,Paramount Home Video,5_5
1045,Screamers,"Art House & International, Mystery & Suspense, Science Fiction & Fantasy",Christian Duguay,Sony Pictures Home Entertainment,9
1046,Othello,"Drama, Romance",Oliver Parker,Sony Pictures Home Entertainment,7
1047,The Substitute,"Action & Adventure, Drama",Robert Mandel,Live Home Video,3_10
1048,Diabolique,"Drama, Mystery & Suspense","Jeremiah Chechik, Jeremiah S. Chechik",Warner Home Video,10
1049,Before and After,"Drama, Mystery & Suspense",Barbet Schroeder,Disney,6_3_5
1050,The Old Man and the Sea,"Action & Adventure, Classics, Drama",John Sturges,WARNER BROTHERS PICTURES,3_3_3_3_3_3
1051,The Convent (O Convento),"Art House & International, Documentary, Drama, Mystery & Suspense",Manoel de Oliveira,Wellspring Media Inc.,3_7_2_9
1052,August,"Comedy, Drama, Romance",Anthony Hopkins,First Look,6
1053,Carried Away,"Drama, Romance",Bruno Barreto,WARNER BROTHERS PICTURES,7_4
1054,The Quest,Action & Adventure,Jean-Claude Van Damme,MCA Universal Home Video,3_5
1055,Flipper,"Action & Adventure, Kids & Family",Alan Shapiro,MCA Universal Home Video,7
1056,Twister,"Action & Adventure, Drama",Jan de Bont,Warner Bros. Pictures,7
1057,Fear,"Drama, Horror, Mystery & Suspense",James Foley,Universal Pictures,4
1058,The Arrival,"Mystery & Suspense, Science Fiction & Fantasy",David Twohy,Orion Pictures Corporation,3_7
1059,Charlotte Bronte's Jane Eyre,"Drama, Romance",Franco Zeffirelli,Miramax,9_8_4_4
1060,Last Dance,"Cult Movies, Drama, Mystery & Suspense",Bruce Beresford,Touchstone Pictures,4_5
1061,Moll Flanders,"Drama, Romance",Pen Densham,MGM Home Entertainment,4_8
1062,The Last Supper,"Comedy, Drama",Stacy Title,Sony Pictures Home Entertainment,3_4_6
1063,Cold Comfort Farm,"Art House & International, Comedy",John Schlesinger,Universal Pictures,4_7_4
1064,Independence Day,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Roland Emmerich,20th Century Fox,12_3
1065,The Rock,Action & Adventure,Michael Bay,Disney,3_4
1066,The Phantom,"Action & Adventure, Science Fiction & Fantasy",Simon Wincer,Paramount Home Video,3_7
1067,Matilda,"Comedy, Kids & Family, Special Interest",Danny DeVito,Sony Pictures Home Entertainment,7
1068,The Island of Dr. Moreau,"Horror, Mystery & Suspense, Science Fiction & Fantasy",John Frankenheimer,New Line Home Entertainment,3_6_2_3_6
